Parameter Name,Parameter Usage,Parameter CAS Number,Parameter UOM Type,Parameter Synonym,Parameter Synonym Type
C3-Dibenzothiophenes,Lab,,SUBST,,
C3-Fluoranthenes/Pyrenes,Lab,,SUBST,,
C3-Fluorenes,Lab,,SUBST,,
C3-Phenanthrenes/Anthracenes,Lab,,SUBST,,
C4 -Naphthalenes,Lab,,SUBST,,
C4-Benzanthracenes/Chrysenes,Lab,,SUBST,,
C4-Chrysenes,Lab,,SUBST,,
C4-Dibenzothiophenes,Lab,,SUBST,,
C4-Fluoranthenes/Pyrenes,Lab,,SUBST,,
C4-Phenanthrenes/Anthracenes,Lab,,SUBST,,
Cacodylic acid,Lab,75-60-5        ,SUBST,Hydroxydimethylarsine oxide,Synonym
Cacodylic acid,Lab,75-60-5        ,SUBST,Dimethylarsinic acid,Synonym
Cacodylic acid,Lab,75-60-5        ,SUBST,DMAA,Synonym
Cacodylic acid,Lab,75-60-5        ,SUBST,Silvisar 510,Trade Name
Cacodylic acid,Lab,75-60-5        ,SUBST,"Arsinic acid, dimethyl-",Synonym
Cacodylic acid,Lab,75-60-5        ,SUBST,U136,RCRA Waste Number
Cadmium,Lab,7440-43-9      ,SUBST,,
Caffeine,Lab,58-08-2        ,SUBST,,
Calcium,Lab,7440-70-2      ,SUBST,,
Campesterol,Lab,474-62-4       ,SUBST,24alpha-methyl-5-cholesten-3beta-ol,Synonym
Camphene (Dot),Lab,79-92-5        ,SUBST,,
Camphor (Acn),Lab,76-22-2        ,SUBST,,
Caprolactam,Lab,105-60-2       ,SUBST,,
Captafol,Lab,6/1/2425,SUBST,Difolatan,Synonym
Captafol,Lab,6/1/2425,SUBST,"1H-Isoindole-1,3(2H)-dione, 3a,4,7,7a-tetrahydro-2-[(1,1,2,2-tetrachloroethyl)thio]-",Synonym
Captan,Lab,133-06-2       ,SUBST,,
Carbadox,Lab,7/5/6804,SUBST,,
Carbamazepine,Lab,298-46-4       ,SUBST,,
Carbaryl,Lab,63-25-2        ,SUBST,"1-Naphthalenol, methylcarbamate",Synonym
Carbaryl,Lab,63-25-2        ,SUBST,Sevin,Synonym
Carbaryl C13,Lab,,SUBST,,
Carbazole,Lab,86-74-8        ,SUBST,,
Carbofuran,Lab,1563-66-2      ,SUBST,,
Carbon,Lab,7440-44-0      ,SUBST,"Carbon, total",Synonym
Carbon,Lab,7440-44-0      ,SUBST,Carbon (inorganic + organic),Synonym
Carbon,Lab,7440-44-0      ,SUBST,"Carbon, total (as C)",Synonym
Carbon,Lab,7440-44-0      ,SUBST,TC,Synonym
Carbon Dioxide,Field and Lab,124-38-9,SUBST,,
Carbon Disulfide,Lab,75-15-0        ,SUBST,,
Carbon monoxide,Lab,630-08-0       ,SUBST,,
Carbon Tetrachloride,Lab,56-23-5        ,SUBST,,
Carbon-13,Lab,14762-74-4     ,SUBST,"Carbon, isotope of mass 13",Synonym
Carbon-13,Lab,14762-74-4     ,SUBST,Carbon 13,Synonym
Carbon-14,Lab,14762-75-5     ,SUBST,Carbon 14,Synonym
Carbon-14 age,Lab,,TIME,,
Carbonaceous Biochemical Oxygen Demand,Lab,,SUBST,,
Carbophenothion,Lab,786-19-6       ,SUBST,,
Carbosulfan,Lab,55285-14-8     ,SUBST,,
Carboxin,Lab,5234-68-4      ,SUBST,,
Carcinogenic Polycyclic Aromatic Hydrocarbons (CPAH),Lab,,SUBST,"CPAH, Total",Synonym
Carcinogenic Polycyclic Aromatic Hydrocarbons (CPAH),Lab,,SUBST,CPAH,Synonym
Carcinogenic Polycyclic Aromatic Hydrocarbons as TEQs (CPAH-TEQ),Lab,,SUBST,CPAH-TEQ,Synonym
Carfentrazone-ethyl,Lab,128639-02-1    ,SUBST,,
Castor Oil,Lab,8001-79-4      ,SUBST,Vegetable Oil,Synonym
Cation Exchange Capacity,Lab,,MISC,,
Cation-Anion Balance,Lab,,SUBST,,
"Cations, Sum",Lab,,MISC,,
Cefotaxime,Lab,63527-52-6     ,SUBST,Claforan,Trade Name
Cerium,Lab,7440-45-1      ,SUBST,,
Cesium,Lab,7440-46-2      ,SUBST,,
Cesium-137,Lab,10045-97-3     ,RAD,,
CFC-11,Lab,75-69-4        ,SUBST,"Methane, trichlorofluoro-",Synonym
CFC-11,Lab,75-69-4        ,SUBST,Trichlorofluoromethane,Synonym
CFC-11,Lab,75-69-4        ,SUBST,Freon 11,Trade Name
CFC-113,Lab,76-13-1        ,SUBST,Freon 113,Trade Name
CFC-113,Lab,76-13-1        ,SUBST,"1,1,2 Trichlorotrifluoroethane",Synonym
CFC-113,Lab,76-13-1        ,SUBST,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",Synonym
CFC-114,Lab,76-14-2        ,SUBST,"1,2 Dichlorotetrafluoroethane",Synonym
CFC-114,Lab,76-14-2        ,SUBST,Freon 114,Trade Name
CFC-114,Lab,76-14-2        ,SUBST,Dichlorotetrafluoroethane,Synonym
CFC-12,Lab,75-71-8        ,SUBST,"Methane, dichlorodifluoro-",Synonym
CFC-12,Lab,75-71-8        ,SUBST,Dichlorodifluoromethane,Synonym
CFC-12,Lab,75-71-8        ,SUBST,Freon 12,Trade Name
CFC-13,Lab,75-72-9        ,SUBST,Freon 13,Trade Name
CFC-13,Lab,75-72-9        ,SUBST,"Methane, chlorotrifluoro-",Synonym
CFC-13,Lab,75-72-9        ,SUBST,Chlorotrifluoromethane,Synonym
Chemical Oxygen Demand,Lab,,SUBST,COD,Synonym
Chloral Hydrate,Lab,302-17-0       ,SUBST,"1,1-Ethanediol, 2,2,2-trichloro-",Synonym
Chloramben,Lab,133-90-4       ,SUBST,,
Chlorambucil,Lab,305-03-3       ,SUBST,,
Chloramine,Lab,10599-90-3     ,SUBST,Monochloramine,Synonym
Chloramine,Lab,10599-90-3     ,SUBST,Chloramide,Synonym
Chlorbenside,Lab,103-17-3       ,SUBST,,
Chlorbisan,Lab,4418-66-0      ,SUBST,"Phenol, 2,2'-thiobis[4-chloro-6-methyl-",Synonym
Chlordane,Lab,57-74-9        ,SUBST,"4,7-Methano-1H-indene, 1,2,4,5,6,7,8,8-*",Synonym
"Chlordane, technical",Lab,12789-03-6     ,SUBST,Chlordane technical mixture,Synonym
"Chlordane, technical",Lab,12789-03-6     ,SUBST,Chlordane,Synonym
Chlorfenson,Lab,80-33-1        ,SUBST,"Benzenesulfonic acid, 4-chloro-, 4-chlorophenyl ester",Synonym
Chlorfenson,Lab,80-33-1        ,SUBST,Ovex,Synonym
Chlorfenvinphos,Lab,470-90-6       ,SUBST,"Phosphoric acid, 2-chloro-1-(2,4-dichlo*",Synonym
Chlorfenvinphos,Lab,470-90-6       ,SUBST,Supona,Synonym
Chlorfenvinphos,Lab,470-90-6       ,SUBST,Chlorfenvinfos,Synonym
"Chlorflurenol, methyl ester",Lab,2536-31-4      ,SUBST,,
Chloride,Lab,16887-00-6     ,SUBST,,
Chlorimuron-ethyl,Lab,90982-32-4     ,SUBST,,
Chlorinated Benzenes,Lab,68411-45-0     ,SUBST,"Benzene, chlorinated",Synonym
Chlorinated Phenols,Lab,1336-35-2      ,SUBST,Chlorophenols,Synonym
Chlorine,Lab,7782-50-5      ,SUBST,,
Chloroacetic acid,Lab,79-11-8        ,SUBST,,
Chloroacetonitrile,Lab,107-14-2       ,SUBST,,
Chlorobenzene,Lab,108-90-7       ,SUBST,,
Chlorobenzene-D5,Lab,3114-55-4      ,SUBST,Chloro(2H5)benzene,Synonym
Chlorobenzilate,Lab,510-15-6       ,SUBST,,
Chlorobutadienes,Lab,,SUBST,Chlorinated Butadienes,Synonym
Chlorodibromomethane,Lab,124-48-1       ,SUBST,Dibromochloromethane,Synonym
Chlorodibromomethane,Lab,124-48-1       ,SUBST,"Methane, dibromochloro-",Synonym
Chloroethane,Lab,75-00-3        ,SUBST,,
Chloroform,Lab,67-66-3        ,SUBST,Methyl trichloride,Synonym
Chloroform,Lab,67-66-3        ,SUBST,"Methane, trichloro-",Synonym
Chloromethane,Lab,74-87-3        ,SUBST,,
Chloroneb,Lab,2675-77-6      ,SUBST,"Benzene, 1,4-dichloro-2,5-dimethoxy-",Synonym
Chloronitrobenzenes,Lab,25167-93-5     ,SUBST,"Benzene, chloronitro-",Synonym
Chlorophenol,Lab,25167-80-0     ,SUBST,,
Chlorophyll,Lab,,SUBST,,
Chlorophyll a,Lab,479-61-8       ,SUBST,,
"Chlorophyll a, Relative",Lab,,SUBST,,
Chloroprene,Lab,126-99-8       ,SUBST,"1,3-Butadiene, 2-chloro-",Synonym
Chloropropylate,Lab,10/2/5836,SUBST,"Benzeneacetic acid, 4-chloro-.alpha.-(4-chlorophenyl)-.alpha.-hydroxy-, 1-methylethyl ester",Synonym
Chlorothalonil (Daconil),Lab,1897-45-6      ,SUBST,,
Chlorotrifluoroethylene,Lab,79-38-9,SUBST,"Ethene, chlorotrifluoro-",Synonym
Chlorpropham,Lab,101-21-3       ,SUBST,,
Chlorpyrifos,Lab,2921-88-2      ,SUBST,"Phosphorothioic acid, O,O-diethyl O-(3,*",Synonym
Chlorpyrifos,Lab,2921-88-2      ,SUBST,Dursban,Trade Name
Chlorpyrifos,Lab,2921-88-2      ,SUBST,Chlorpyriphos,Synonym
Chlorpyrifos O.A.,Lab,5598-15-2      ,SUBST,Chlorpyrifos oxygen analog,Synonym
Chlorpyrifos-methyl,Lab,5598-13-0      ,SUBST,Methyl Chlorpyrifos,Synonym
Chlorpyrifos-methyl,Lab,5598-13-0      ,SUBST,"Phosphorothioic acid, O,O-dimethyl O-(3,5,6-trichloro-2-pyridinyl) ester",Synonym
Chlorsulfuron,Lab,64902-72-3     ,SUBST,,
Chlortetracycline,Lab,57-62-5        ,SUBST,,
Chlorthal,Lab,2136-79-0      ,SUBST,,
Chlorthal-dimethyl,Lab,1861-32-1      ,SUBST,DCPA,Synonym
Chlorthal-dimethyl,Lab,1861-32-1      ,SUBST,Dacthal,Synonym
Chlorthal-dimethyl,Lab,1861-32-1      ,SUBST,Dimethyl tetrachloroterephthalate,Synonym
Chlorthal-dimethyl,Lab,1861-32-1      ,SUBST,"1,4-Benzenedicarboxylic acid,2,3,5,6-tetrachloro-,dimethyl ester",Synonym
Chlorthiophos,Lab,60238-56-4     ,SUBST,Chlorthiophos (mixture of isomers),Synonym
Chlorthiophos,Lab,60238-56-4     ,SUBST,"Phosphorothioic acid, O-[dichloro(methylthio)phenyl] O,O-diethyl ester",Synonym
Chlorthiophos I,Lab,21923-23-9     ,SUBST,"Chlorthiophos, component of (with II and III)",Synonym
Chlorthiophos I,Lab,21923-23-9     ,SUBST,"Phosphorothioic acid, O-[2,5-dichloro-4-(methylthio) phenyl] O,O-diethyl ester",Synonym
Cholest-4-en-3-one,Lab,601-57-0       ,SUBST,,
"Cholestane, 4,5-Epoxy-, (4.Alpha.,5.Alpha.)-",Lab,6079-19-2      ,SUBST,,
Cholestanol,Lab,80-97-7        ,SUBST,,
Cholesterol,Lab,57-88-5        ,SUBST,Cholest-5-en-3-ol (3.beta.)-,Synonym
Chondrillasterol,Lab,481-17-4       ,SUBST,,
Chromium,Lab,7440-47-3      ,SUBST,"Chromium, Total",Synonym
Chromium Reducible Sulfides (CRS),Lab,,SUBST,,
"Chromium, Hexavalent",Lab,18540-29-9     ,SUBST,Chromium VI,Synonym
"Chromium, Hexavalent",Lab,18540-29-9     ,SUBST,"Chromium, ion (Cr 6+)",Synonym
"Chromium, Hexavalent",Lab,18540-29-9     ,SUBST,Chromium (VI),Synonym
"Chromium, Trivalent",Lab,16065-83-1     ,SUBST,Chromium III,Synonym
"Chromium, Trivalent",Lab,16065-83-1     ,SUBST,"Chromium, ion (Cr3+)",Synonym
Chrysene,Lab,218-01-9       ,SUBST,,
"Chrysene, 3-Methyl-",Lab,3351-31-3      ,SUBST,3-Methylchrysene,Synonym
"Chrysene, 4-methyl",Lab,3351-30-2      ,SUBST,4-Methylchrysene,Synonym
Chrysene-D12,Lab,1719-03-5      ,SUBST,,
Chrysotile,Lab,12001-29-5     ,SUBST,"Fibers, chrysotile asbestos",Synonym
Chrysotile asbestos,Lab,132207-32-0    ,SUBST,Serpentine chrysotile,Synonym
Cimetidine,Lab,51481-61-9     ,SUBST,Tagamet,Trade Name
Ciprofloxacin,Lab,85721-33-1     ,SUBST,Cipro,Trade Name
"Cis-1,2-Dichloroethene",Lab,156-59-2       ,SUBST,"cis-1,2-Dichloroethylene",Synonym
"Cis-1,2-Dichloroethene",Lab,156-59-2       ,SUBST,"Ethene, 1,2-dichloro-, (1Z)-",Synonym
"Cis-1,3-Dichloropropene",Lab,10061-01-5     ,SUBST,,
cis-2-Phenyl-2-butene,Lab,767-99-7       ,SUBST,"Benzene, (1-methyl-1-propenyl)-, (Z)-",Synonym
"cis-9,10-Epoxyoctadecan-1-ol",Lab,13980-12-6     ,SUBST,,
cis-Chlordane,Lab,5103-71-9      ,SUBST,alpha-Chlordane,Synonym
cis-Nonachlor,Lab,5103-73-1      ,SUBST,"4,7-Methano-1H-indene, 1,2,3,4,5,6,7,8,8-nonachloro-2,3,3a,4,7,7a-hexahydro-, (1.alpha.,2.alpha.,3.alpha.,3a.alpha.,4.beta.,7.beta.,7a.alpha.)-",Synonym
cis-Permethrin,Lab,54774-45-7     ,SUBST,"Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, (3-phenoxyphenyl) methyl ester, (1R,3R)-",Synonym
Clarithromycin,Lab,81103-11-9     ,SUBST,Biaxin,Trade Name
Clinafloxacin,Lab,105956-97-6    ,SUBST,,
Clofentezine,Lab,74115-24-5     ,SUBST,Apollo,Trade Name
Clofibric Acid,,882-09-7       ,SUBST,2-(4-chlorophenoxy)-2-methylpropionic ac,Synonym
Clonidine,Lab,4205-90-7      ,SUBST,,
Clopyralid,Lab,1702-17-6      ,SUBST,,
Clothianidin,Lab,210880-92-5    ,SUBST,,
Cloxacillin,Lab,61-72-3        ,SUBST,,
Cobalt,Lab,7440-48-4      ,SUBST,,
Cobalt-60,Lab,10198-40-0     ,RAD,"Cobalt, isotope of mass 60",Synonym
Cocaine,Lab,50-36-2        ,SUBST,,
Codeine,Lab,76-57-3        ,SUBST,,
Conductivity,Field and Lab,,MISC,Conductance,Synonym
Copper,Lab,7440-50-8      ,SUBST,,
Coprosterol,Lab,360-68-9       ,SUBST,Coprostanol,Synonym
Coprosterol,Lab,360-68-9       ,SUBST,3-.beta.-Coprostanol,Synonym
Coprosterol,Lab,360-68-9       ,SUBST,3B-Coprostanol,Synonym
Coprosterol,Lab,360-68-9       ,SUBST,"Cholestan-3-ol, (3.beta.,5.beta.)-",Synonym
Coronene,Lab,191-07-1       ,SUBST,,
Cotinine,Lab,486-56-6       ,SUBST,1-methyl-5-pyridin-3-yl-pyrrolidin-2-one,Synonym
Coumaphos,Lab,56-72-4        ,SUBST,,
Creosote,Lab,8001-58-9      ,SUBST,Coal tar creosote,Synonym
Cresol,Lab,1319-77-3      ,SUBST,"Cresol (mixed isomers o-, m-, & p-)",Synonym
Cresol,Lab,1319-77-3      ,SUBST,Tricresol,Synonym
Cresol,Lab,1319-77-3      ,SUBST,Mixed cresols,Synonym
Cresol,Lab,1319-77-3      ,SUBST,"Phenol, methyl-",Synonym
Cresol,Lab,1319-77-3      ,SUBST,Cresylic acid,Synonym
Crocidolite asbestos,Lab,12001-28-4     ,SUBST,Crocidolite,Synonym
Crotonic acid,Lab,3724-65-0      ,SUBST,,
Crotoxyphos,Lab,7700-17-6      ,SUBST,ENT-23233,Synonym
Crotoxyphos,Lab,7700-17-6      ,SUBST,Ciodrin,Synonym
Crotoxyphos,Lab,7700-17-6      ,SUBST,"2-Butenoic acid, 3-[(dimethoxyphosphiny*",Synonym
Crustacean Carapace Length (individual),Field and Lab,,LEN,,
"Crustacean Carapace Length, Max Individual in Composite",Field and Lab,,LEN,,
"Crustacean Carapace Length, Mean of Individuals in Composite",Field and Lab,,LEN,,
"Crustacean Carapace Length, Min Individual in Composite",Field and Lab,,LEN,,
Crustacean Sex (individual),Field and Lab,,GENDER,,
Crustacean Weight (individual),Field and Lab,,SUBST,,
"Crustacean Weight, Max Individual in Composite Sample",Field and Lab,,SUBST,,
"Crustacean Weight, Mean of Individuals in Composite Sample",Field and Lab,,SUBST,,
"Crustacean Weight, Min Individual in Composite Sample",Field and Lab,,SUBST,,
"Crustacean, Number in Composite Sample",Field and Lab,,MISC,,
Crystosporidium,Lab,,SUBST,,
Cumene,Lab,98-82-8        ,SUBST,"Benzene, (1-methylethyl)-",Synonym
Cumene,Lab,98-82-8        ,SUBST,Isopropylbenzene (Cumene),Synonym
Cumene,Lab,98-82-8        ,SUBST,Isopropylbenzene,Synonym
Cyanazine,Lab,21725-46-2     ,SUBST,,
Cyanide,Lab,57-12-5        ,SUBST,,
"Cyanide, Amenable",Lab,,SUBST,,
"Cyanide, Distilled",Lab,,SUBST,,
Cyanogen bromide,Lab,506-68-3,SUBST,,
Cyanogen Chloride,Lab,506-77-4       ,SUBST,,
Cycloate,Lab,1134-23-2      ,SUBST,,
"Cyclobutane, Ethyl-",Lab,4806-61-5      ,SUBST,,
"Cyclobutane, methyl-",Field,598-61-8       ,SUBST,,
"Cyclobutanol, 2-ethyl-",Lab,35301-43-0     ,SUBST,,
Cyclododecane (8ci9ci),Lab,294-62-2       ,SUBST,,
Cyclododecanemethanol,Lab,1892-12-2      ,SUBST,,
"Cycloheane, 1-bromo-2-chloro-, cis-",Lab,51422-75-4     ,SUBST,,
Cyclohexadecane,Lab,295-65-8       ,SUBST,,
Cyclohexane,Lab,110-82-7       ,SUBST,,
"Cyclohexane, (1-ethylpropyl)-",Lab,26321-98-2     ,SUBST,,
"Cyclohexane, (1-hexyltetradecyl)-",Lab,4443-60-1      ,SUBST,,
"Cyclohexane, 1,1'-(2-tridecyl-1,3-propanediyl)bis-",Lab,55255-74-8     ,SUBST,,
"Cyclohexane, 1,1,3-trimethyl-2-(3-methylpentyl)-",Lab,54965-05-8     ,SUBST,,
"Cyclohexane, 1,2,3,4,5,6-hexachloro-",Lab,608-73-1       ,SUBST,,
"Cyclohexane, 1,2,3-Trimethyl-",Lab,1678-97-3      ,SUBST,,
"Cyclohexane, 1,2,4,5-Tetraet",Lab,61142-24-3     ,SUBST,,
"Cyclohexane, 1,2-dimethyl-3-pentyl-4-pro",Lab,62376-17-4     ,SUBST,,
"Cyclohexane, 1-Ethenyl-1-Methyl-2,4-Bis(1-Methyletheny",Lab,515-13-9       ,SUBST,,
"Cyclohexane, 2-butyl-1,1,3",Lab,54676-39-0     ,SUBST,,
"Cyclohexane, Methyl-",Lab,108-87-2       ,SUBST,,
"Cyclohexanecarboxylic acid, 4-(1,5-dimethyl-3-oxohexyl",Lab,17904-29-9     ,SUBST,,
Cyclohexanol,Lab,108-93-0       ,SUBST,,
"Cyclohexanol, 2-methyl-5-(1-methylethyl)-, (1.alpha",,1126-40-5      ,SUBST,,
Cyclohexanone,Lab,108-94-1       ,SUBST,,
"Cyclohexasiloxane, dodecamethyl-",Lab,540-97-6       ,SUBST,,
Cyclohexene,Lab,110-83-8       ,SUBST,,
"CYCLOHEXENE, 3,3,5-TRIMETHYL-",Lab,503-45-7       ,SUBST,,
"Cyclohexene, 3-Chloro-",Lab,2441-97-6      ,SUBST,,
Cyclohexylamine,Lab,108-91-8       ,SUBST,,
cyclopenta(def)phenanthrenone,Lab,5737-13-3      ,SUBST,4h-cyclopenta[def]phenanthren-4-one,Synonym
Cyclopentadecance,,295-48-7       ,SUBST,,
"Cyclopentadecanone, 2-hydroxy-",Lab,4727-18-8      ,SUBST,,
Cyclopentane(Dot),Lab,287-92-3       ,SUBST,,
"Cyclopentane, (4-octyldodecyl)-",Lab,9/5/5638,SUBST,,
"Cyclopentane, 1,1,3-Trimethyl-",Lab,4516-69-2      ,SUBST,,
"Cyclopentane, 1,2,3-Trimethyl-, (1.Alpha.,2.Alpha.,3.B",Lab,15890-40-1     ,SUBST,,
"Cyclopentane, 1,2-dimethyl",Lab,2452-99-5      ,SUBST,,
"Cyclopentane, 1,3-dimethyl-",Lab,2453-00-1      ,SUBST,,
"Cyclopentane, 2-isopropyl-1,3-dimethyl-",Lab,32281-85-9     ,SUBST,,
Cyclopentane-Methyl,Lab,96-37-7        ,SUBST,,
Cyclopentaneundecanoic acid,Lab,6053-49-2      ,SUBST,,
"Cyclopentasiloxane, Decamethyl-",Lab,541-02-6       ,SUBST,,
Cyclopentene,Lab,142-29-0       ,SUBST,,
"Cyclopentene, 1-ethenyl-3-m",Lab,61142-07-2     ,SUBST,,
"Cyclopentene, 1-methyl-",Lab,693-89-0       ,SUBST,,
"Cyclopentene, 3-Methyl",Lab,1120-62-3      ,SUBST,,
"Cyclopentene, 4-Methyl-",Lab,1759-81-5      ,SUBST,,
Cyclopentyl acetylene,Lab,54140-30-6     ,SUBST,,
Cyclophosphamide,Lab,50-18-0        ,SUBST,,
"Cyclopropane, (1-methylethenyl)-",Lab,4663-22-3      ,SUBST,,
"Cyclopropane, (R,R)-1-((Z)-hex-1'-eny1)-2-ethenyl-",,77210-40-3     ,SUBST,,
"Cyclopropane, 1,1,2,2-tetramethyl-",Lab,4127-47-3      ,SUBST,,
"Cyclopropane, 1,1-Dimethyl-",Lab,1630-94-0      ,SUBST,,
"Cyclopropane, 1,2-Dimethyl-, Cis-",Lab,930-18-7       ,SUBST,,
"Cyclopropane, 1,2-dimethyl-, trans-",Lab,6/4/2402,SUBST,,
"Cyclopropane, 1-ethyl-1-methyl-",Lab,53778-43-1     ,SUBST,,
"Cyclopropane, 1-ethyl-2-methyl-, cis-",Lab,19781-68-1     ,SUBST,,
"Cyclopropane, ethyl-",Lab,1191-96-4      ,SUBST,,
"Cyclopropane, Nonyl-",Lab,74663-85-7     ,SUBST,,
"Cyclopropane, pentachloro-",Lab,6262-51-7      ,SUBST,,
"Cyclopropane, propyl-",Lab,2415-72-7      ,SUBST,,
"Cyclopropane,1,2-dimethyl-3-methylene-,cis-",Lab,4866-55-1      ,SUBST,"cis-1,2-Dimethyl-3-methylenecyclopropane",Synonym
"Cyclopropanenonanoic acid,",Lab,10152-69-9     ,SUBST,,
Cyclotetracosane,Lab,297-03-0       ,SUBST,,
Cyclotetradecane,Lab,295-17-0       ,SUBST,,
"Cyclotetrasiloxane, Octamethyl-",Lab,556-67-2       ,SUBST,,
"Cyclotrisiloxane, Hexamethyl-",Lab,541-05-9       ,SUBST,,
Cyfluthrin,Lab,68359-37-5     ,SUBST,Baythroid,Synonym
Cyhalothrin,Lab,68085-85-8     ,SUBST,,
Cylindrospermopsin,Lab,143545-90-8    ,SUBST,,
Cypermethrin,Lab,52315-07-8     ,SUBST,,
Cyphenothrin,Lab,39515-40-7     ,SUBST,,
Cyprodinil,Lab,121552-61-2    ,SUBST,,
Cyromazine,Lab,66215-27-8     ,SUBST,"1,3,5-Triazine-2,4,6-triamine, N-cyclopropyl-",Synonym
D-Limonene,Lab,5989-27-5,SUBST,"Cyclohexene, 1-methyl-4-(1-methylethenyl)-, (4R)-",Synonym
"D14-Dibenz(A,H)Anthracene",Lab,13250-98-1     ,SUBST,,
D4-2-Chlorophenol,Lab,93951-73-6     ,SUBST,,
D5-Nitrobenzene,Lab,4165-60-0      ,SUBST,,
D5-Phenol,Lab,4165-62-2      ,SUBST,,
Dalapon,Lab,75-99-0        ,SUBST,Dalapon (DPA),Synonym
Dalapon,Lab,75-99-0        ,SUBST,"Propanoic acid, 2,2-dichloro-",Synonym
Daminozide,Lab,1596-84-5      ,SUBST,Alar,Trade Name
Dansyl chloride,Lab,605-65-2       ,SUBST,"1-Naphthalenesulfonyl chloride, 5-(dimethylamino)-",Synonym
Daunomycin,Lab,20830-81-3     ,SUBST,Daunorubicin,Synonym
DCPMU,Lab,3567-62-2      ,SUBST,"3-(3,4-dichlorophenyl)-1-methylurea",Synonym
"DDD, o,p'- and p,p'- isomers",Lab,,SUBST,,
"DDE, o,p'- and p,p'- isomers",Lab,,SUBST,,
DDMU,Lab,1022-22-6      ,SUBST,,
"DDT, o,p'- and p,p'- isomers",Lab,,SUBST,,
"DDT/DDD/DDE, o,p' and p,p' isomers",Lab,,SUBST,"DDT/DDD/DDE, sum of p,p' & o,p' isomers",Synonym
"DDT/DDD/DDE, p,p' isomers",Field,,SUBST,,
Decane,Lab,124-18-5       ,SUBST,,
"Decane, 1-(Methylsulfinyl)-",Lab,3079-28-5      ,SUBST,,
"Decane, 2,3,5-Trimethyl-",Lab,62238-11-3     ,SUBST,,
Decanedioic acid,Lab,111-20-6       ,SUBST,,
"Decanoic acid, decyl ester",Lab,1654-86-0      ,SUBST,,
"Decanoic Acid, Di-",Lab,143-07-7       ,SUBST,,
"Decanoic Acid, Methyl Ester Hexa-",Lab,112-39-0       ,SUBST,,
Dehydroabietic Acid,Lab,1740-19-3      ,SUBST,DHA,Synonym
Dehydronifedipine,Lab,67035-22-7     ,SUBST,,
delta-BHC,Lab,319-86-8       ,SUBST,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, (1.alpha.,2.alpha.,3.alpha.,4.beta.,5.alpha.,6.beta.)-",Synonym
delta-BHC,Lab,319-86-8       ,SUBST,delta-Hexachlorocyclohexane,Synonym
Deltamethrin,Lab,52918-63-5     ,SUBST,,
Demeclocycline,Lab,127-33-3       ,SUBST,,
Demeton,Lab,8065-48-3      ,SUBST,,
Demeton-O,Lab,298-03-3       ,SUBST,,
Demeton-S,Lab,126-75-0       ,SUBST,,
Density,Lab,,SUBST,,
Density as sigma-t,Field,,MISC,,
Density Estimate,Field and Lab,,TAX,,
Depth to product (LNAPL) in well (depth below land surface),Field,,LEN,,
Depth to product (LNAPL) in well (depth below measuring point),Field,,LEN,,
Depth to product (LNAPL) in well (depth below top of well casing),Field,,LEN,,
Desmethyldiltiazem,Lab,84903-78-6     ,SUBST,,
Desmosterol,Lab,313-04-2       ,SUBST,,
Desogestrel,Lab,54024-22-5     ,SUBST,,
Deuterium,Lab,7782-39-0      ,SUBST,,
Di(2-ethylhexyl) adipate,Lab,103-23-1       ,SUBST,"Hexanedioic Acid, Bis(2-Ethylhexyl) Ester",Synonym
"Di(C8-10, C9 rich) branched alkyl phthalates",Lab,68515-48-0,SUBST,Diisononyl phthalate (Branched),Synonym
"Di(C8-10, C9 rich) branched alkyl phthalates",Lab,68515-48-0,SUBST,"1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich",Synonym
Di-allate (Avadex),Lab,2303-16-4      ,SUBST,,
Di-N-Octyl Phthalate,Lab,117-84-0       ,SUBST,"Phthalic acid, dioctyl ester",Synonym
Di-N-Octyl Phthalate,Lab,117-84-0       ,SUBST,Di-n-octylphthalate,Synonym
Di-N-Octyl Phthalate,Lab,117-84-0       ,SUBST,"1,2-Benzenedicarboxylic acid, dioctyl ester",Synonym
Dialifor,Lab,10311-84-9     ,SUBST,,
Diazepam,Lab,439-14-5       ,SUBST,,
Diazinon,Lab,333-41-5       ,SUBST,,
Diazoxon,Lab,962-58-3       ,SUBST,Diazinon O Analog,Synonym
"Dibenz(a,h)acridine",Lab,226-36-8       ,SUBST,,
"Dibenzo (a,e) pyrene",,192-65-4       ,SUBST,"Naphtho(1,2,3,4-def)chrysene",Synonym
"Dibenzo (a,h) pyrene",,189-64-0       ,SUBST,"Dibenzo[b,def]chrysene",Synonym
"Dibenzo (a,j) acridine",,224-42-0       ,SUBST,"Dibenz(a,j)acridine",Synonym
"Dibenzo(a,h)anthracene",Lab,53-70-3        ,SUBST,"Dibenz[a,h]anthracene",Synonym
"Dibenzo(a,h)anthraene-D14",Lab,,SUBST,,
"Dibenzo(a,l)pyrene",Lab,191-30-0       ,SUBST,"Dibenzo(def,p)chyrsene",Synonym
